-8.3227e-19,-1.1476e-17,1.9975e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.3161e-19,-0.002562,1.3726e-20,0.002563,2.387e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.8053e-21,1.7263e-16,-1.0136e-18,-3.5786e-18,-1.724e-19,1.822e-16,-4.285e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4692e-20,3.3089e-05,-9.2248e-20,-0.0033717,7.4868e-20,0.0035434,6.8564e-20,-6.4774e-05,-1.1398e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.8015e-22,-1.6566e-18,-4.8111e-20,-5.3529e-17,-1.6645e-19,1.3957e-17,-5.279e-19,-9.1061e-17,-1.0809e-19,-1.1089e-18,-3.9333e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7413e-20,-5.4157e-07,-6.6738e-20,-0.0001468,-2.9151e-20,0.0010241,-1.4312e-20,-0.00079793,-1.2132e-20,0.00013654,1.9066e-20,1.0551e-06,-2.6146e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4834e-20,-3.7003e-19,-2.3788e-20,-2.6606e-19,-1.1606e-19,2.8202e-18,1.51e-19,-6.3923e-18,-2.1639e-19,1.1241e-17,-5.9704e-20,-1.5805e-20,-8.3906e-20,1.8703e-18,4.6518e-20,0,0,0,0,0,0,0,0,0,0,0,0
3.8072e-20,-1.2722e-07,6.7203e-20,-1.9214e-06,7.7909e-21,3.9521e-05,-4.2486e-20,-5.6572e-06,1.0312e-19,-9.6718e-05,-4.8616e-20,-3.7606e-05,4.854e-20,2.1288e-06,-1.9243e-20,5.565e-09,-6.4977e-20,0,0,0,0,0,0,0,0,0,0
1.4264e-20,2.0022e-19,-1.1161e-20,3.6932e-19,-3.2566e-21,-4.5218e-19,-4.9491e-20,3.7133e-19,2.6752e-19,1.4866e-18,1.4743e-19,4.594e-19,3.7923e-20,7.548e-19,-5.2685e-20,-9.7003e-19,-8.8026e-20,-5.2746e-19,7.3357e-21,0,0,0,0,0,0,0,0
4.5944e-20,-2.1458e-09,-2.7328e-21,-7.9375e-09,-1.6793e-20,5.0227e-07,7.6301e-21,-3.8581e-06,2.0628e-21,-1.9389e-05,-4.9759e-20,3.6639e-05,5.0261e-20,3.2053e-06,-3.6025e-20,-5.5887e-07,7.0315e-20,1.1696e-08,-2.9366e-20,2.3713e-09,-5.5143e-20,0,0,0,0,0,0
7.3211e-22,1.4563e-18,-4.9913e-20,5.6266e-19,-1.8889e-20,2.4617e-19,1.2016e-20,-1.1609e-19,7.2983e-20,-3.4173e-19,-7.4786e-19,-3.439e-19,9.1431e-19,1.0575e-19,-8.4346e-20,5.6125e-19,-1.5008e-21,-6.3933e-19,-3.9149e-21,1.9591e-19,-4.6406e-22,-1.6451e-18,8.6893e-21,0,0,0,0
4.882e-20,-3.9242e-11,-4.4885e-20,6.0104e-11,-3.1561e-21,3.1722e-09,1.6e-20,-5.2016e-08,1.548e-20,1.7658e-07,5.861e-20,2.5277e-06,-4.4845e-20,-4.2029e-06,-1.7247e-20,3.736e-08,-5.6398e-20,5.9072e-08,-2.4841e-20,-2.5966e-09,3.1894e-20,-2.2637e-11,-1.1481e-20,4.0564e-12,9.1302e-21,0,0
-7.7065e-21,1.6915e-18,1.6523e-20,8.047e-19,4.4543e-20,-2.6944e-20,3.5425e-20,8.6372e-20,1.502e-20,-1.8322e-19,-4.2516e-21,-1.3993e-19,-9.3928e-20,3.3859e-19,4.7558e-20,1.5128e-20,-3.9362e-21,6.2717e-19,3.3395e-20,-5.0668e-19,9.9107e-21,4.1683e-21,2.9721e-20,1.3616e-18,-3.1772e-20,-1.302e-18,1.7609e-20
