-5.7486e-19,1.2396e-17,-7.3299e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.1091e-21,-0.0024027,-3.9617e-20,-0.0025868,-2.611e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.04e-19,8.9264e-18,-8.1919e-19,3.1429e-17,8.5605e-19,1.7241e-17,-3.7216e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.9489e-20,-3.5853e-05,9.3977e-20,-0.0038553,3.3403e-20,-0.0037709,-9.5154e-20,-5.6037e-06,-6.9932e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4103e-20,-1.2616e-18,7.6186e-20,-5.6887e-18,-4.5181e-20,8.6697e-17,-2.259e-20,-9.8488e-18,6.3548e-20,3.5251e-18,2.0594e-20,0,0,0,0,0,0,0,0,0,0,0,0
1.6555e-20,-4.1939e-07,-2.384e-20,8.8218e-05,3.7489e-20,0.00084967,-7.6973e-22,0.00093781,-6.2297e-20,9.3176e-05,6.0771e-20,-1.1633e-06,1.2007e-20,0,0,0,0,0,0,0,0,0,0
-1.1525e-20,2.0958e-19,7.2242e-20,3.1404e-19,1.5211e-20,1.8411e-19,-2.1401e-20,-4.1124e-17,-1.6645e-20,-8.7837e-20,-1.1728e-19,-7.8755e-20,1.6166e-20,-1.3263e-18,-6.8229e-21,0,0,0,0,0,0,0,0
-2.6045e-20,-4.9184e-08,4.8353e-21,-6.531e-07,-3.1383e-20,-2.0229e-05,-9.5603e-20,-3.4219e-05,1.0569e-20,-5.4124e-05,2.1098e-20,-2.1379e-05,2.379e-20,-5.2284e-07,-2.2607e-20,3.2535e-08,-8.6745e-21,0,0,0,0,0,0
-5.3709e-20,-7.6884e-19,-1.87e-20,8.0837e-19,-6.4027e-21,-2.1961e-19,8.0258e-21,-1.4159e-19,-1.4981e-19,7.5447e-18,-9.6306e-20,-2.4002e-19,6.8605e-20,1.472e-18,3.7583e-20,-2.144e-19,-1.0522e-20,1.0753e-18,-4.2532e-20,0,0,0,0
3.0844e-20,5.4792e-10,-2.7315e-20,-1.5168e-09,-4.7224e-21,1.9047e-07,6.7761e-20,1.4108e-06,5.0333e-21,-2.8888e-06,6.3512e-20,-1.13e-06,-1.7415e-19,1.8754e-06,3.4337e-20,1.6544e-07,1.0964e-21,-1.5289e-09,7.4082e-20,-1.443e-10,-1.4669e-21,0,0
-5.501e-23,-7.3917e-19,-1.8625e-21,-9.4181e-19,1.7078e-20,9.2847e-19,5.2208e-20,4.7512e-20,-4.1394e-21,-2.5119e-19,-9.476e-19,-5.1227e-19,-9.4641e-19,1.8698e-19,1.1246e-20,6.7575e-19,-6.0158e-20,-5.2024e-19,-2.3171e-20,4.2757e-19,4.9314e-20,-1.3009e-18,2.7288e-20
