9.7695e-19,1.8847e-17,-7.5291e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0203e-19,-0.0036569,-1.8818e-20,0.0040788,5.8654e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8628e-21,7.9859e-17,-6.8113e-19,2.1866e-17,4.1153e-19,4.6125e-17,2.201e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.5284e-20,-0.00016487,3.2918e-20,0.00052163,-6.6016e-20,-0.00018094,-1.8231e-20,0.00013239,1.5398e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.2606e-20,-1.6415e-20,5.5583e-20,-7.9699e-17,-6.5987e-19,1.2649e-17,2.5652e-19,-1.437e-17,2.1224e-20,8.9648e-19,-2.2626e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.3513e-20,-3.9224e-06,-8.9524e-20,3.1268e-05,-1.3807e-19,0.001375,-3.3175e-21,-0.0019575,-7.0136e-20,-3.0344e-05,5.1603e-20,4.9241e-06,2.8637e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.0259e-20,4.9625e-19,-3.9442e-20,6.2327e-19,-5.4101e-20,1.4206e-17,8.6527e-19,-1.8047e-17,-6.8068e-19,3.7435e-19,-3.6757e-20,4.5165e-19,-2.2669e-20,-1.9836e-19,4.156e-20,0,0,0,0,0,0,0,0,0,0,0,0
-5.5426e-20,-1.1097e-07,3.8539e-20,1.7186e-06,-2.5984e-20,2.3641e-05,-5.0249e-21,-0.00034416,-4.0295e-20,0.00056829,6.4141e-20,-1.954e-05,4.5506e-21,-1.6528e-06,-4.1246e-21,-1.6328e-08,3.6344e-20,0,0,0,0,0,0,0,0,0,0
6.6379e-21,1.1836e-18,-4.3164e-20,5.9584e-19,2.9535e-20,-6.5486e-19,-4.2905e-20,-6.4407e-19,7.0208e-19,5.1003e-18,-6.9138e-19,1.9791e-19,1.3331e-20,-1.2586e-19,-5.3819e-20,-2.7552e-19,-2.0281e-20,3.5201e-19,5.7358e-21,0,0,0,0,0,0,0,0
-5.94e-20,2.7025e-10,7.7681e-21,2.3195e-08,8.1042e-21,-4.3725e-08,3.997e-20,-7.084e-06,2.1116e-20,3.1611e-05,6.9006e-20,-7.347e-05,-4.032e-21,5.3306e-06,-2.5944e-20,2.7296e-08,-3.817e-20,-2.0733e-08,2.9936e-20,-1.3927e-10,1.4405e-20,0,0,0,0,0,0
2.3448e-20,1.8748e-18,4.4296e-20,2.3106e-19,4.3439e-20,-5.2703e-20,1.717e-20,-5.4013e-19,4.2611e-20,1.5954e-19,-1.0285e-18,-6.6657e-19,1.3545e-18,-9.3629e-21,-3.2573e-20,7.7124e-19,3.9586e-20,3.4886e-20,2.7992e-20,3.401e-19,2.8938e-20,1.4297e-18,-2.9336e-20,0,0,0,0
-2.6801e-20,-2.0638e-11,-8.7751e-20,1.7555e-10,-9.6281e-21,-2.1865e-09,6.7509e-20,-3.0004e-08,-6.5399e-20,8.2688e-07,3.593e-20,-1.2139e-06,-3.3838e-20,5.9722e-06,3.4773e-21,-5.5966e-07,-5.1117e-20,2.8652e-08,-3.3777e-20,2.0499e-09,7.8463e-20,-1.757e-10,2.9176e-20,-2.766e-11,-2.2437e-20,0,0
1.4671e-20,-1.8204e-18,-1.3786e-20,-5.766e-19,6.9981e-20,-4.2281e-19,1.1598e-20,-3.5961e-19,4.4891e-20,-1.113e-19,7.5386e-20,-3.6482e-19,-1.2425e-18,7.2018e-20,1.3325e-18,2.4819e-19,-4.5325e-20,6.0426e-19,1.0807e-20,4.6042e-19,-2.4602e-20,2.1538e-19,-1.8589e-20,1.511e-18,5.1031e-21,-2.2571e-18,-4.2945e-20
