6.0191e-20,-1.4316e-18,1.8325e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.726e-20,-0.00027595,-1.2193e-20,0.00031736,-5.7599e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.8841e-21,1.2139e-17,1.0255e-19,4.8981e-18,-1.9737e-19,2.9848e-18,1.7973e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4893e-21,1.6622e-05,8.7272e-21,0.0010427,5.0682e-20,-0.0010932,-3.3467e-20,1.1882e-06,3.6639e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.399e-20,-6.0393e-19,3.6366e-20,-7.326e-18,-8.0849e-20,2.1498e-17,4.1346e-19,-4.0023e-18,-4.3233e-20,-2.1314e-19,-6.1042e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0887e-20,5.1544e-06,-9.0116e-21,-5.3923e-06,-5.4392e-20,0.0011312,-5.5715e-21,-0.0011911,4.2045e-20,9.1802e-06,-9.7398e-21,-1.0821e-05,2.5573e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0686e-20,-4.7542e-19,-2.2234e-20,-2.8148e-19,8.9088e-21,-5.3928e-18,3.8463e-19,1.2019e-17,-3.6204e-19,9.9952e-18,-9.037e-21,5.152e-19,-3.3289e-20,3.1694e-19,-1.3915e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0902e-20,8.7144e-07,1.4852e-20,-1.3473e-06,-1.8662e-21,5.6269e-05,2.514e-20,-0.00018513,-7.5838e-21,0.00041075,-5.5074e-20,-5.4996e-05,-2.3567e-20,1.8697e-06,1.1233e-20,-3.933e-07,-1.6749e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3613e-20,-1.8797e-19,-2.201e-20,1.2357e-19,3.5597e-21,-5.3986e-19,4.7695e-21,3.8209e-18,3.4539e-19,-2.9503e-17,-4.6191e-19,-5.8684e-18,1.7873e-20,-5.7332e-19,1.1223e-20,-7.6792e-19,4.7434e-20,2.0213e-20,-4.3664e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.6108e-22,1.7627e-08,3.3282e-20,7.8292e-09,7.1197e-21,1.5284e-06,8.4685e-21,-2.4464e-05,5.3995e-20,-0.000296,-2.9133e-20,0.00011154,3.3721e-20,2.2991e-05,-6.1871e-21,-1.5667e-06,-1.0147e-20,9.1455e-10,8.4548e-21,-3.6121e-08,2.8913e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
