5.0992e-19,-3.3706e-18,6.8083e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.425e-20,0.0016326,-1.284e-20,0.0015033,8.914e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1361e-20,3.8477e-17,-1.2514e-19,-1.0934e-17,1.6616e-19,7.6649e-18,-1.7223e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.1972e-20,4.5105e-05,-1.4534e-21,0.0015776,2.9162e-21,0.0013194,-2.6195e-20,-1.7584e-05,2.6329e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0519e-20,-7.3647e-19,4.2834e-20,-2.2831e-17,-3.1002e-19,-1.0901e-17,-8.3227e-20,-1.2267e-17,-3.3163e-20,-6.0145e-19,3.5507e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5891e-20,1.549e-06,-4.2098e-20,-3.3071e-05,-5.6725e-21,-0.00046377,4.8768e-20,-0.00050338,4.2522e-20,-2.3033e-05,-3.571e-21,-7.9637e-06,1.7906e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.848e-20,-1.0037e-18,5.7912e-21,4.7555e-19,-3.1524e-20,-2.0439e-17,-2.4433e-19,1.3758e-17,-4.848e-19,3.4481e-17,9.1453e-21,-4.5111e-19,-8.3197e-21,-3.9509e-19,6.9576e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.9361e-22,5.4047e-07,1.1192e-20,1.2807e-06,3.5047e-20,-3.9317e-06,-3.6136e-21,-0.00086476,-2.4671e-20,-0.00092092,-3.4563e-20,-1.4096e-05,-1.6854e-20,6.7613e-07,-1.4948e-20,-1.8225e-07,-4.3812e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2874e-20,-1.8543e-19,-1.5626e-20,-3.2671e-19,1.2634e-20,-4.7594e-19,-3.8132e-20,1.3103e-17,2.0866e-19,2.36e-18,1.8994e-19,-2.153e-17,-3.0276e-20,4.9467e-19,-2.2515e-20,-4.1216e-20,-2.2398e-21,4.1472e-20,1.8623e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0631e-20,8.483e-09,2.0049e-20,-4.4917e-08,-2.2383e-20,-4.0962e-07,5.5032e-21,2.0725e-05,3.8931e-20,0.00040573,-4.3837e-20,0.00049562,3.836e-21,2.7361e-05,4.401e-20,-3.3247e-07,-1.8525e-20,4.9651e-08,3.4851e-21,-3.2708e-08,4.4524e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1942e-21,-1.9755e-19,2.5799e-20,1.6954e-19,1.2171e-20,-4.7377e-19,-2.9534e-20,1.7187e-19,5.1249e-21,-4.7463e-18,6.682e-19,-4.5118e-18,5.0085e-19,4.4592e-18,1.5689e-21,-3.5847e-19,9.654e-22,-6.8242e-20,1.2956e-20,-4.3294e-19,1.6976e-20,1.7724e-19,-2.2255e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
