0.00045674,1.3963e-21,-0.00090661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4034e-18,-7.8471e-20,-9.5131e-17,8.3227e-21,5.8354e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.0142e-05,4.7377e-20,0.0067168,-2.9616e-19,-0.0065882,-6.958e-20,1.6045e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3418e-18,-3.1496e-20,7.1889e-18,-4.9461e-19,3.5887e-17,-1.3792e-19,-1.1169e-17,-6.1711e-20,7.4307e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4286e-06,-8.2137e-20,-0.00010252,1.3071e-19,-0.0016465,-8.322e-20,0.0019368,-2.0996e-19,0.00010815,2.8898e-20,-6.2324e-06,0,0,0,0,0,0,0,0,0,0,0,0
-1.9426e-20,1.8782e-20,-4.5777e-19,4.8176e-23,-8.123e-19,3.2221e-19,-3.4429e-18,-5.4811e-19,8.4606e-19,-6.5913e-21,-4.6763e-19,-5.5662e-20,-6.2085e-19,0,0,0,0,0,0,0,0,0,0
-2.4282e-07,-3.7934e-21,5.3113e-07,1.8521e-20,2.7937e-05,-1.1592e-19,8.4156e-05,-3.6976e-20,-0.00022436,-1.0428e-19,-2.9141e-05,1.8045e-21,-3.0645e-07,-4.3836e-20,1.062e-07,0,0,0,0,0,0,0,0
-2.1774e-19,3.8665e-20,1.0748e-20,8.5708e-20,1.5732e-19,-7.8831e-21,3.6148e-19,-2.0331e-19,-3.952e-19,7.3002e-19,4.8799e-20,4.5623e-20,1.7685e-19,3.9017e-20,-1.5112e-19,2.616e-20,1.788e-19,0,0,0,0,0,0
2.6416e-09,-7.3988e-20,7.6973e-09,-2.0503e-20,-2.0991e-07,-6.3948e-20,-2.4009e-06,1.0433e-19,9.3849e-06,7.8611e-21,1.8481e-05,1.4084e-19,2.998e-06,5.6313e-20,1.8096e-07,3.2319e-20,-3.2271e-09,3.4398e-20,-2.6923e-09,0,0,0,0
-1.9351e-19,-6.6079e-21,-2.3961e-19,4.1733e-21,-1.4579e-19,2.1179e-20,-4.1472e-19,1.1477e-19,2.723e-19,1.1901e-18,2.8193e-19,-1.5825e-18,2.3402e-20,5.2256e-20,-1.2605e-18,7.5894e-20,-8.4099e-19,-2.6856e-20,-8.8231e-19,1.956e-21,-4.6246e-19,0,0
-5.6091e-11,2.9723e-21,-7.5695e-11,-2.758e-20,4.0355e-10,2.4552e-20,1.9358e-08,8.1266e-20,8.1545e-08,-2.6509e-20,-1.723e-06,-2.6241e-20,-1.3809e-06,-3.0648e-20,-1.8723e-07,-3.6678e-21,-1.7867e-08,4.3938e-21,-5.2223e-10,2.9619e-20,9.542e-11,-1.8501e-20,1.5697e-11
